분과,질환명,대상자수,변수종류,변수명,평균,표준편차,빈도,백분율(%)
신경계,혈관성치매,286811,연속형,age,75.4700168,10.8081544,,
신경계,혈관성치매,,범주형,age650,,,44173,15.4
신경계,혈관성치매,,범주형,age651,,,242638,84.6
신경계,혈관성치매,,범주형,sex1,,,114621,39.96
신경계,혈관성치매,,범주형,sex2,,,172190,60.04
신경계,혈관성치매,,범주형,income0,,,40782,14.22
신경계,혈관성치매,,범주형,income1,,,49976,17.42
신경계,혈관성치매,,범주형,income2,,,70692,24.65
신경계,혈관성치매,,범주형,income3,,,119482,41.66
신경계,혈관성치매,,범주형,income9,,,5879,2.05
신경계,혈관성치매,,범주형,h_stroke0,,,246365,85.9
신경계,혈관성치매,,범주형,h_stroke1,,,40446,14.1
신경계,혈관성치매,,범주형,h_ich0,,,257886,89.91
신경계,혈관성치매,,범주형,h_ich1,,,28925,10.09
신경계,혈관성치매,,범주형,h_hrr0,,,274803,95.81
신경계,혈관성치매,,범주형,h_hrr1,,,12008,4.19
피부,건선,103026,연속형,age,56.7287772,13.2230657,,
피부,건선,,범주형,age650,,,73843,71.67
피부,건선,,범주형,age651,,,29183,28.33
피부,건선,,범주형,sex1,,,59104,57.37
피부,건선,,범주형,sex2,,,43922,42.63
피부,건선,,범주형,income0,,,5936,5.76
피부,건선,,범주형,income1,,,21584,20.95
피부,건선,,범주형,income2,,,34127,33.12
피부,건선,,범주형,income3,,,39627,38.46
피부,건선,,범주형,income9,,,1752,1.7
피부,건선,,범주형,autoimm0,,,102503,99.49
피부,건선,,범주형,autoimm1,,,523,0.51
피부,건선,,범주형,cancer0,,,100333,97.39
피부,건선,,범주형,cancer1,,,2693,2.61
피부,건선,,범주형,allergy0,,,89442,86.81
피부,건선,,범주형,allergy1,,,13584,13.19
피부,건선,,범주형,smk1,,,33441,32.46
피부,건선,,범주형,smk2,,,10959,10.64
피부,건선,,범주형,smk3,,,17620,17.1
피부,건선,,범주형,smk9,,,41006,39.8
피부,건선,,범주형,bmi_cat1,,,1498,1.45
피부,건선,,범주형,bmi_cat2,,,21042,20.42
피부,건선,,범주형,bmi_cat3,,,16314,15.83
피부,건선,,범주형,bmi_cat4,,,24258,23.55
피부,건선,,범주형,bmi_cat9,,,39914,38.74
피부,건선,,범주형,psa0,,,102799,99.78
피부,건선,,범주형,psa1,,,227,0.22
피부,주사,5968,연속형,age,49.3672922,10.4264596,,
피부,주사,,범주형,age650,,,5401,90.5
피부,주사,,범주형,age651,,,567,9.5
피부,주사,,범주형,sex1,,,2520,42.23
피부,주사,,범주형,sex2,,,3448,57.77
피부,주사,,범주형,income0,,,172,2.88
피부,주사,,범주형,income1,,,1212,20.31
피부,주사,,범주형,income2,,,1882,31.53
피부,주사,,범주형,income3,,,2587,43.35
피부,주사,,범주형,income9,,,115,1.93
피부,주사,,범주형,smk1,,,2193,36.75
피부,주사,,범주형,smk2,,,487,8.16
피부,주사,,범주형,smk3,,,565,9.47
피부,주사,,범주형,smk9,,,2723,45.63
피부,주사,,범주형,bmi_cat1,,,145,2.43
피부,주사,,범주형,bmi_cat2,,,1497,25.08
피부,주사,,범주형,bmi_cat3,,,826,13.84
피부,주사,,범주형,bmi_cat4,,,864,14.48
피부,주사,,범주형,bmi_cat9,,,2636,44.17
류마티스,쇼그렌증후군,5885,연속형,age,59.4813934,12.0175716,,
류마티스,쇼그렌증후군,,범주형,age650,,,3972,67.49
류마티스,쇼그렌증후군,,범주형,age651,,,1913,32.51
류마티스,쇼그렌증후군,,범주형,sex1,,,694,11.79
류마티스,쇼그렌증후군,,범주형,sex2,,,5191,88.21
류마티스,쇼그렌증후군,,범주형,income0,,,488,8.29
류마티스,쇼그렌증후군,,범주형,income1,,,1126,19.13
류마티스,쇼그렌증후군,,범주형,income2,,,1597,27.14
류마티스,쇼그렌증후군,,범주형,income3,,,2570,43.67
류마티스,쇼그렌증후군,,범주형,income9,,,104,1.77
류마티스,쇼그렌증후군,,범주형,smk1,,,3663,62.24
류마티스,쇼그렌증후군,,범주형,smk2,,,205,3.48
류마티스,쇼그렌증후군,,범주형,smk3,,,202,3.43
류마티스,쇼그렌증후군,,범주형,smk9,,,1815,30.84
류마티스,쇼그렌증후군,,범주형,bmi_cat1,,,177,3.01
류마티스,쇼그렌증후군,,범주형,bmi_cat2,,,1965,33.39
류마티스,쇼그렌증후군,,범주형,bmi_cat3,,,993,16.87
류마티스,쇼그렌증후군,,범주형,bmi_cat4,,,990,16.82
류마티스,쇼그렌증후군,,범주형,bmi_cat9,,,1760,29.91
류마티스,쇼그렌증후군,,범주형,hodg0,,,5884,99.98
류마티스,쇼그렌증후군,,범주형,hodg1,,,1,0.02
류마티스,쇼그렌증후군,,범주형,nhodg0,,,5867,99.69
류마티스,쇼그렌증후군,,범주형,nhodg1,,,18,0.31
류마티스,쇼그렌증후군,,범주형,ILD0,,,5566,94.58
류마티스,쇼그렌증후군,,범주형,ILD1,,,319,5.42
류마티스,쇼그렌증후군,,범주형,renal_tub0,,,5868,99.71
류마티스,쇼그렌증후군,,범주형,renal_tub1,,,17,0.29
류마티스,쇼그렌증후군,,범주형,liver0,,,4153,70.57
류마티스,쇼그렌증후군,,범주형,liver1,,,1732,29.43
류마티스,쇼그렌증후군,,범주형,chr_kid0,,,5666,96.28
류마티스,쇼그렌증후군,,범주형,chr_kid1,,,219,3.72
류마티스,쇼그렌증후군,,범주형,hypo_thy0,,,5312,90.26
류마티스,쇼그렌증후군,,범주형,hypo_thy1,,,573,9.74
류마티스,쇼그렌증후군,,범주형,hyper_thy0,,,5739,97.52
류마티스,쇼그렌증후군,,범주형,hyper_thy1,,,146,2.48
류마티스,쇼그렌증후군,,범주형,copd0,,,5859,99.56
류마티스,쇼그렌증후군,,범주형,copd1,,,26,0.44
류마티스,쇼그렌증후군,,범주형,hyper0,,,4558,77.45
류마티스,쇼그렌증후군,,범주형,hyper1,,,1327,22.55
류마티스,쇼그렌증후군,,범주형,DM0,,,4781,81.24
류마티스,쇼그렌증후군,,범주형,DM1,,,1104,18.76
이비인후,만성부비동염,802170,연속형,age,51.7990563,12.2139322,,
이비인후,만성부비동염,,범주형,age650,,,665836,83
이비인후,만성부비동염,,범주형,age651,,,136334,17
이비인후,만성부비동염,,범주형,sex1,,,335774,41.86
이비인후,만성부비동염,,범주형,sex2,,,466396,58.14
이비인후,만성부비동염,,범주형,income0,,,31386,3.91
이비인후,만성부비동염,,범주형,income1,,,154447,19.25
이비인후,만성부비동염,,범주형,income2,,,265061,33.04
이비인후,만성부비동염,,범주형,income3,,,336199,41.91
이비인후,만성부비동염,,범주형,income9,,,15077,1.88
이비인후,알레르기성비염,1658214,연속형,age,55.3801494,13.5532862,,
이비인후,알레르기성비염,,범주형,age650,,,1218130,73.46
이비인후,알레르기성비염,,범주형,age651,,,440084,26.54
이비인후,알레르기성비염,,범주형,sex1,,,761365,45.91
이비인후,알레르기성비염,,범주형,sex2,,,896849,54.09
이비인후,알레르기성비염,,범주형,income0,,,100439,6.06
이비인후,알레르기성비염,,범주형,income1,,,347758,20.97
이비인후,알레르기성비염,,범주형,income2,,,566873,34.19
이비인후,알레르기성비염,,범주형,income3,,,613805,37.02
이비인후,알레르기성비염,,범주형,income9,,,29339,1.77
이비인후,알레르기성비염,,범주형,asthma0,,,1433615,86.46
이비인후,알레르기성비염,,범주형,asthma1,,,224599,13.54
이비인후,알레르기성비염,,범주형,atopi0,,,1632126,98.43
이비인후,알레르기성비염,,범주형,atopi1,,,26088,1.57
신장,전체신장질환,2729743,연속형,age,57.4372327,14.0469277,,
신장,전체신장질환,,범주형,age650,,,1871356,68.55
신장,전체신장질환,,범주형,age651,,,858387,31.45
신장,전체신장질환,,범주형,sex1,,,1187033,43.49
신장,전체신장질환,,범주형,sex2,,,1542710,56.51
신장,전체신장질환,,범주형,income0,,,148582,5.44
신장,전체신장질환,,범주형,income1,,,557757,20.43
신장,전체신장질환,,범주형,income2,,,868798,31.83
신장,전체신장질환,,범주형,income3,,,1107231,40.56
신장,전체신장질환,,범주형,income9,,,47375,1.74
신장,전체신장질환,,범주형,hyper0,,,2068353,75.77
신장,전체신장질환,,범주형,hyper1,,,661390,24.23
신장,전체신장질환,,범주형,DM0,,,2225858,81.54
신장,전체신장질환,,범주형,DM1,,,503885,18.46
신장,전체신장질환,,범주형,smk1,,,1084122,39.72
신장,전체신장질환,,범주형,smk2,,,257690,9.44
신장,전체신장질환,,범주형,smk3,,,283267,10.38
신장,전체신장질환,,범주형,smk9,,,1104664,40.47
신장,전체신장질환,,범주형,bmi_cat1,,,44558,1.63
신장,전체신장질환,,범주형,bmi_cat2,,,590294,21.62
신장,전체신장질환,,범주형,bmi_cat3,,,431673,15.81
신장,전체신장질환,,범주형,bmi_cat4,,,594707,21.79
신장,전체신장질환,,범주형,bmi_cat9,,,1068511,39.14
신장,전체신장질환,,범주형,AKI0,,,2694239,98.7
신장,전체신장질환,,범주형,AKI1,,,35504,1.3
신장,전체신장질환,,범주형,CKD0,,,2655747,97.29
신장,전체신장질환,,범주형,CKD1,,,73996,2.71
뇌졸중,뇌졸중(전체),543097,연속형,age,70.4739282,12.7701036,,
뇌졸중,뇌졸중(전체),,범주형,age650,,,170175,31.33
뇌졸중,뇌졸중(전체),,범주형,age651,,,372922,68.67
뇌졸중,뇌졸중(전체),,범주형,sex1,,,278558,51.29
뇌졸중,뇌졸중(전체),,범주형,sex2,,,264539,48.71
뇌졸중,뇌졸중(전체),,범주형,income0,,,58526,10.78
뇌졸중,뇌졸중(전체),,범주형,income1,,,108335,19.95
뇌졸중,뇌졸중(전체),,범주형,income2,,,156043,28.73
뇌졸중,뇌졸중(전체),,범주형,income3,,,210312,38.72
뇌졸중,뇌졸중(전체),,범주형,income9,,,9881,1.82
뇌졸중,뇌졸중(전체),,범주형,hyper0,,,180458,33.23
뇌졸중,뇌졸중(전체),,범주형,hyper1,,,362639,66.77
뇌졸중,뇌졸중(전체),,범주형,DM0,,,325543,59.94
뇌졸중,뇌졸중(전체),,범주형,DM1,,,217554,40.06
뇌졸중,뇌졸중(전체),,범주형,smk1,,,175953,32.4
뇌졸중,뇌졸중(전체),,범주형,smk2,,,42139,7.76
뇌졸중,뇌졸중(전체),,범주형,smk3,,,61024,11.24
뇌졸중,뇌졸중(전체),,범주형,smk9,,,263981,48.61
뇌졸중,뇌졸중(전체),,범주형,bmi_cat1,,,10118,1.86
뇌졸중,뇌졸중(전체),,범주형,bmi_cat2,,,95196,17.53
뇌졸중,뇌졸중(전체),,범주형,bmi_cat3,,,72486,13.35
뇌졸중,뇌졸중(전체),,범주형,bmi_cat4,,,105073,19.35
뇌졸중,뇌졸중(전체),,범주형,bmi_cat9,,,260224,47.91
뇌졸중,뇌졸중(전체),,범주형,chr_kid0,,,506137,93.19
뇌졸중,뇌졸중(전체),,범주형,chr_kid1,,,36960,6.81
뇌졸중,뇌졸중(전체),,범주형,Altzh0,,,533870,98.3
뇌졸중,뇌졸중(전체),,범주형,Altzh1,,,9227,1.7
뇌졸중,뇌졸중(전체),,범주형,Antiplatelet0,,,413976,76.23
뇌졸중,뇌졸중(전체),,범주형,Antiplatelet1,,,129121,23.77
뇌졸중,뇌졸중(전체),,범주형,Anticoagulant0,,,532932,98.13
뇌졸중,뇌졸중(전체),,범주형,Anticoagulant1,,,10165,1.87
뇌졸중,뇌졸중(전체),,범주형,ich0,,,200309,36.88
뇌졸중,뇌졸중(전체),,범주형,ich1,,,342788,63.12
뇌졸중,뇌졸중(전체),,범주형,hrr0,,,440471,81.1
뇌졸중,뇌졸중(전체),,범주형,hrr1,,,102626,18.9
안과,망막동맥폐쇄,20711,연속형,age,67.4869393,11.5933684,,
안과,망막동맥폐쇄,,범주형,age650,,,7746,37.4
안과,망막동맥폐쇄,,범주형,age651,,,12965,62.6
안과,망막동맥폐쇄,,범주형,sex1,,,11923,57.57
안과,망막동맥폐쇄,,범주형,sex2,,,8788,42.43
안과,망막동맥폐쇄,,범주형,income0,,,1484,7.17
안과,망막동맥폐쇄,,범주형,income1,,,4239,20.47
안과,망막동맥폐쇄,,범주형,income2,,,6028,29.11
안과,망막동맥폐쇄,,범주형,income3,,,8601,41.53
안과,망막동맥폐쇄,,범주형,income9,,,359,1.73
안과,망막정맥폐쇄,157789,연속형,age,65.6999537,11.6453492,,
안과,망막정맥폐쇄,,범주형,age650,,,71183,45.11
안과,망막정맥폐쇄,,범주형,age651,,,86606,54.89
안과,망막정맥폐쇄,,범주형,sex1,,,70948,44.96
안과,망막정맥폐쇄,,범주형,sex2,,,86841,55.04
안과,망막정맥폐쇄,,범주형,income0,,,12279,7.78
안과,망막정맥폐쇄,,범주형,income1,,,31586,20.02
안과,망막정맥폐쇄,,범주형,income2,,,46403,29.41
안과,망막정맥폐쇄,,범주형,income3,,,64777,41.05
안과,망막정맥폐쇄,,범주형,income9,,,2744,1.74
안과,비감염성전방포도막염,171953,연속형,age,64.8632301,12.3378134,,
안과,비감염성전방포도막염,,범주형,age650,,,80344,46.72
안과,비감염성전방포도막염,,범주형,age651,,,91609,53.28
안과,비감염성전방포도막염,,범주형,sex1,,,81126,47.18
안과,비감염성전방포도막염,,범주형,sex2,,,90827,52.82
안과,비감염성전방포도막염,,범주형,income0,,,9199,5.35
안과,비감염성전방포도막염,,범주형,income1,,,34928,20.31
안과,비감염성전방포도막염,,범주형,income2,,,52668,30.63
안과,비감염성전방포도막염,,범주형,income3,,,71877,41.8
안과,비감염성전방포도막염,,범주형,income9,,,3281,1.91
안과,비감염성비전방포도막염,31993,연속형,age,62.5934111,11.7348263,,
안과,비감염성비전방포도막염,,범주형,age650,,,18385,57.47
안과,비감염성비전방포도막염,,범주형,age651,,,13608,42.53
안과,비감염성비전방포도막염,,범주형,sex1,,,14097,44.06
안과,비감염성비전방포도막염,,범주형,sex2,,,17896,55.94
안과,비감염성비전방포도막염,,범주형,income0,,,1979,6.19
안과,비감염성비전방포도막염,,범주형,income1,,,6343,19.83
안과,비감염성비전방포도막염,,범주형,income2,,,9625,30.08
안과,비감염성비전방포도막염,,범주형,income3,,,13466,42.09
안과,비감염성비전방포도막염,,범주형,income9,,,580,1.81
안과,비감염성공막염,26336,연속형,age,59.690158,12.0132003,,
안과,비감염성공막염,,범주형,age650,,,17464,66.31
안과,비감염성공막염,,범주형,age651,,,8872,33.69
안과,비감염성공막염,,범주형,sex1,,,11671,44.32
안과,비감염성공막염,,범주형,sex2,,,14665,55.68
안과,비감염성공막염,,범주형,income0,,,905,3.44
안과,비감염성공막염,,범주형,income1,,,5331,20.24
안과,비감염성공막염,,범주형,income2,,,8312,31.56
안과,비감염성공막염,,범주형,income3,,,11336,43.04
안과,비감염성공막염,,범주형,income9,,,452,1.72
안과,안구건조증,1393122,연속형,age,60.2561125,12.8939025,,
안과,안구건조증,,범주형,age650,,,860949,61.8
안과,안구건조증,,범주형,age651,,,532173,38.2
안과,안구건조증,,범주형,sex1,,,503530,36.14
안과,안구건조증,,범주형,sex2,,,889592,63.86
안과,안구건조증,,범주형,income0,,,75796,5.44
안과,안구건조증,,범주형,income1,,,290789,20.87
안과,안구건조증,,범주형,income2,,,424911,30.5
안과,안구건조증,,범주형,income3,,,572665,41.11
안과,안구건조증,,범주형,income9,,,28961,2.08
안과,알레르기성결막염,1149178,연속형,age,58.2382277,13.3539675,,
안과,알레르기성결막염,,범주형,age650,,,761694,66.28
안과,알레르기성결막염,,범주형,age651,,,387484,33.72
안과,알레르기성결막염,,범주형,sex1,,,414163,36.04
안과,알레르기성결막염,,범주형,sex2,,,735015,63.96
안과,알레르기성결막염,,범주형,income0,,,66831,5.82
안과,알레르기성결막염,,범주형,income1,,,237190,20.64
안과,알레르기성결막염,,범주형,income2,,,357157,31.08
안과,알레르기성결막염,,범주형,income3,,,467493,40.68
안과,알레르기성결막염,,범주형,income9,,,20507,1.78
안과,안검염,755384,연속형,age,61.2573208,12.9728547,,
안과,안검염,,범주형,age650,,,437735,57.95
안과,안검염,,범주형,age651,,,317649,42.05
안과,안검염,,범주형,sex1,,,304964,40.37
안과,안검염,,범주형,sex2,,,450420,59.63
안과,안검염,,범주형,income0,,,43682,5.78
안과,안검염,,범주형,income1,,,152150,20.14
안과,안검염,,범주형,income2,,,228371,30.23
안과,안검염,,범주형,income3,,,317465,42.03
안과,안검염,,범주형,income9,,,13716,1.82
안과,백내장,306003,연속형,age,69.7729173,9.9787888,,
안과,백내장,,범주형,age650,,,85620,27.98
안과,백내장,,범주형,age651,,,220383,72.02
안과,백내장,,범주형,sex1,,,126211,41.25
안과,백내장,,범주형,sex2,,,179792,58.75
안과,백내장,,범주형,income0,,,55845,18.25
안과,백내장,,범주형,income1,,,56383,18.43
안과,백내장,,범주형,income2,,,77784,25.42
안과,백내장,,범주형,income3,,,110965,36.26
안과,백내장,,범주형,income9,,,5026,1.64
정신질환,자폐스펙트럼,1928,연속형,age,12.253112,4.5304987,,
정신질환,자폐스펙트럼,,범주형,sex1,,,1613,83.66
정신질환,자폐스펙트럼,,범주형,sex2,,,315,16.34
정신질환,자폐스펙트럼,,범주형,income0,,,222,11.51
정신질환,자폐스펙트럼,,범주형,income1,,,222,11.51
정신질환,자폐스펙트럼,,범주형,income2,,,590,30.6
정신질환,자폐스펙트럼,,범주형,income3,,,864,44.81
정신질환,자폐스펙트럼,,범주형,income9,,,30,1.56
정신질환,자폐스펙트럼,,범주형,fcode0,,,883,45.8
정신질환,자폐스펙트럼,,범주형,fcode1,,,1045,54.2
정신질환,주의력결핍장애,49264,연속형,age,12.0058461,3.6654448,,
정신질환,주의력결핍장애,,범주형,sex1,,,35882,72.84
정신질환,주의력결핍장애,,범주형,sex2,,,13382,27.16
정신질환,주의력결핍장애,,범주형,income0,,,3340,6.78
정신질환,주의력결핍장애,,범주형,income1,,,7029,14.27
정신질환,주의력결핍장애,,범주형,income2,,,14805,30.05
정신질환,주의력결핍장애,,범주형,income3,,,23240,47.17
정신질환,주의력결핍장애,,범주형,income9,,,850,1.73
정신질환,주의력결핍장애,,범주형,fcode0,,,35486,72.03
정신질환,주의력결핍장애,,범주형,fcode1,,,13778,27.97
정신질환,자해,2834,연속형,age,20.2032463,6.7529374,,
정신질환,자해,,범주형,sex1,,,1296,45.73
정신질환,자해,,범주형,sex2,,,1538,54.27
정신질환,자해,,범주형,income0,,,169,5.96
정신질환,자해,,범주형,income1,,,716,25.26
정신질환,자해,,범주형,income2,,,943,33.27
정신질환,자해,,범주형,income3,,,936,33.03
정신질환,자해,,범주형,income9,,,70,2.47
정신질환,자해,,범주형,fcode0,,,1932,68.17
정신질환,자해,,범주형,fcode1,,,902,31.83
신경계,편두통,16818,연속형,age,22.9549292,4.4318781,,
신경계,편두통,,범주형,sex1,,,5796,34.46
신경계,편두통,,범주형,sex2,,,11022,65.54
신경계,편두통,,범주형,income0,,,1000,5.95
신경계,편두통,,범주형,income1,,,4395,26.13
신경계,편두통,,범주형,income2,,,5820,34.61
신경계,편두통,,범주형,income3,,,5142,30.57
신경계,편두통,,범주형,income9,,,461,2.74
신경계,편두통,,범주형,smk1,,,2393,14.23
신경계,편두통,,범주형,smk2,,,220,1.31
신경계,편두통,,범주형,smk3,,,796,4.73
신경계,편두통,,범주형,smk9,,,13409,79.73
신경계,편두통,,범주형,bmi_cat1,,,406,2.41
신경계,편두통,,범주형,bmi_cat2,,,1783,10.6
신경계,편두통,,범주형,bmi_cat3,,,481,2.86
신경계,편두통,,범주형,bmi_cat4,,,749,4.45
신경계,편두통,,범주형,bmi_cat9,,,13399,79.67
피부,아토피성피부염,163689,연속형,age,7.7292915,5.2998585,,
피부,아토피성피부염,,범주형,sex1,,,78925,48.22
피부,아토피성피부염,,범주형,sex2,,,84764,51.78
피부,아토피성피부염,,범주형,income0,,,7222,4.41
피부,아토피성피부염,,범주형,income1,,,22429,13.7
피부,아토피성피부염,,범주형,income2,,,64758,39.56
피부,아토피성피부염,,범주형,income3,,,66010,40.33
피부,아토피성피부염,,범주형,income9,,,3270,2
피부,아토피성피부염,,범주형,allergy0,,,115586,70.61
피부,아토피성피부염,,범주형,allergy1,,,48103,29.39
